E01020634,False
E01020635,False
E01020636,False
E01020654,False
E01020676,False
E01020613,False
E01020614,False
E01020622,False
E01020623,False
E01020627,False
E01020628,False
E01020629,False
E01020655,False
E01020656,False
E01020657,False
E01020661,False
E01020662,False
E01020663,False
E01020674,False
E01020678,False
E01020606,False
E01020615,False
E01020616,False
E01020617,False
E01020626,False
E01020638,False
E01020639,False
E01020653,False
E01020677,False
E01020596,False
E01020597,False
E01020598,False
E01020611,False
E01020612,False
E01020647,False
E01020648,False
E01020649,False
E01020673,False
E01020675,False
E01020624,False
E01020625,False
E01020670,False
E01020671,False
E01020672,False
E01020632,False
E01020640,False
E01020641,False
E01020642,False
E01020643,False
E01020667,False
E01020592,False
E01020593,False
E01020599,False
E01020601,False
E01020602,False
E01020618,False
E01020650,False
E01020651,False
E01020652,False
E01020668,False
E01020669,False
E01020594,False
E01020595,False
E01020600,False
E01020603,False
E01020605,False
E01020630,False
E01020631,False
E01020637,False
E01020644,False
E01020645,False
E01020590,False
E01020591,False
E01020608,False
E01020609,False
E01020610,False
E01020750,False
E01020781,False
E01020786,False
E01020787,False
E01033163,False
E01033202,False
E01020740,False
E01020741,False
E01020742,False
E01020782,False
E01020783,False
E01020784,False
E01020743,False
E01020747,False
E01020748,False
E01020749,False
E01020773,False
E01020775,False
E01020604,False
E01020607,False
E01020619,False
E01020620,False
E01020621,False
E01020633,False
E01020664,False
E01020665,False
E01020666,False
E01020776,False
E01033161,False
E01033198,False
E01033205,False
E01033206,False
E01020709,False
E01020717,False
E01020718,False
E01020719,False
E01020721,False
E01020708,False
E01020710,False
E01020711,False
E01020720,False
E01020646,False
E01020658,False
E01020659,False
E01020660,False
E01020751,False
E01020752,False
E01020754,False
E01020756,False
E01020679,False
E01020680,False
E01020681,False
E01020714,False
E01020716,False
E01020725,False
E01020726,False
E01020727,False
E01020729,False
E01020730,False
E01020731,False
E01020682,False
E01020683,False
E01020690,False
E01020691,False
E01020692,False
E01020693,False
E01020722,False
E01020723,False
E01020724,False
E01020703,False
E01033164,False
E01033195,False
E01033197,False
E01033221,False
E01020705,False
E01020706,False
E01020715,False
E01020745,False
E01020753,False
E01020757,False
E01020758,False
E01020759,False
E01020765,False
E01020684,False
E01020702,False
E01020704,False
E01020712,False
E01020713,False
E01020760,False
E01020761,False
E01020762,False
E01020763,False
E01020733,False
E01020734,False
E01020735,False
E01020770,False
E01020771,False
E01020780,False
E01020764,False
E01020766,False
E01020767,False
E01020768,False
E01020746,False
E01020769,False
E01020777,False
E01020778,False
E01020779,False
E01020685,False
E01020686,False
E01020687,False
E01020688,False
E01020689,False
E01020736,False
E01020737,False
E01020738,False
E01020739,False
E01020744,False
E01020788,False
E01020789,False
E01020790,False
E01020791,False
E01020792,False
E01020694,False
E01020696,False
E01020697,False
E01020732,False
E01020889,False
E01020890,False
E01020891,False
E01020905,False
E01020906,False
E01020772,False
E01020793,False
E01020794,False
E01020795,False
E01020695,False
E01020698,False
E01020699,False
E01020700,False
E01020701,False
E01020876,False
E01020878,False
E01020887,False
E01020892,False
E01020894,False
E01020898,False
E01020877,False
E01020879,False
E01020893,False
E01020899,False
E01020903,False
E01020904,False
E01020817,False
E01020818,False
E01020819,False
E01020837,False
E01020843,False
E01020809,False
E01020810,False
E01020811,False
E01020812,False
E01020827,False
E01020806,False
E01020807,False
E01020820,False
E01020842,False
E01020797,False
E01020798,False
E01020799,False
E01020808,False
E01020873,False
E01020875,False
E01020900,False
E01020901,False
E01020902,False
E01020821,False
E01020822,False
E01020823,False
E01020835,False
E01020836,False
E01020803,False
E01020805,False
E01033203,False
E01020796,False
E01020828,False
E01020829,False
E01020830,False
E01020868,False
E01020869,False
E01020874,False
E01020880,False
E01020881,False
E01020870,False
E01020871,False
E01020872,False
E01020883,False
E01020886,False
E01020882,False
E01020888,False
E01020895,False
E01020896,False
E01020897,False
E01020884,False
E01020885,False
E01020907,False
E01020908,False
E01020909,False
E01020801,False
E01020802,False
E01020838,False
E01020839,False
E01020840,False
E01020841,False
E01020813,False
E01020814,False
E01020815,False
E01020848,False
E01020850,False
E01020851,False
E01020816,False
E01020844,False
E01020847,False
E01020849,False
E01020825,False
E01020831,False
E01020833,False
E01020834,False
E01020824,False
E01020826,False
E01020832,False
E01020845,False
E01020846,False
E01020856,False
E01020858,False
E01020859,False
E01020860,False
E01020861,False
E01020862,False
E01020864,False
E01020867,False
E01020857,False
E01020863,False
E01020865,False
E01020866,False
E01020852,False
E01020853,False
E01020854,False
E01020855,False
E01012334,False
E01012335,False
E01012366,False
E01033481,False
E01033482,False
E01012323,False
E01012324,False
E01032545,False
E01032546,False
E01012328,False
E01012329,False
E01012330,False
E01012331,False
E01012349,False
E01012350,False
E01012351,False
E01012352,False
E01012325,False
E01012326,False
E01012332,False
E01012333,False
E01012309,False
E01012310,False
E01012311,False
E01012312,False
E01012313,False
E01012314,False
E01012362,False
E01012363,False
E01012364,False
E01012365,False
E01012353,False
E01012354,False
E01012355,False
E01033483,False
E01033484,False
E01012307,False
E01012327,False
E01012342,False
E01012343,False
E01012315,False
E01012316,False
E01012360,False
E01012336,False
E01012337,False
E01012347,False
E01012348,False
E01012361,False
E01012304,False
E01012305,False
E01012306,False
E01012340,False
E01012341,False
E01012317,False
E01012318,False
E01012319,False
E01012356,False
E01012357,False
E01012358,False
E01012359,False
E01012338,False
E01012339,False
E01012344,False
E01012345,False
E01012346,False
E01011954,False
E01011969,False
E01011970,False
E01011971,False
E01033465,False
E01033467,False
E01011952,False
E01011953,False
E01011991,False
E01011992,False
E01011993,False
E01011994,False
E01011955,False
E01011957,False
E01032540,False
E01032541,False
E01033466,False
E01011973,False
E01011974,False
E01011975,False
E01011976,False
E01011965,False
E01011966,False
E01011983,False
E01012002,False
E01011951,False
E01011964,False
E01011967,False
E01011999,False
E01012000,False
E01011950,False
E01011986,False
E01011987,False
E01012001,False
E01011949,False
E01011980,False
E01011981,False
E01011984,False
E01011985,False
E01011988,False
E01011989,False
E01011990,False
E01011995,False
E01011996,False
E01011997,False
E01011998,False
E01011961,False
E01011962,False
E01011977,False
E01011978,False
E01011979,False
E01011959,False
E01011960,False
E01011963,False
E01011968,False
E01011982,False
E01012003,False
E01012005,False
E01012068,False
E01012092,False
E01012093,False
E01012094,False
E01033468,False
E01012058,False
E01012059,False
E01012060,False
E01012061,False
E01012036,False
E01012037,False
E01012038,False
E01012039,False
E01012040,False
E01012041,False
E01012074,False
E01012075,False
E01012076,False
E01012077,False
E01012088,False
E01012078,False
E01012079,False
E01012080,False
E01012081,False
E01012026,False
E01012027,False
E01033469,False
E01012015,False
E01012016,False
E01012017,False
E01012089,False
E01012090,False
E01012091,False
E01012011,False
E01012012,False
E01012013,False
E01012014,False
E01012053,False
E01012054,False
E01012055,False
E01012056,False
E01012057,False
E01012082,False
E01012083,False
E01012084,False
E01012085,False
E01012018,False
E01012019,False
E01012020,False
E01012021,False
E01012007,False
E01012008,False
E01012009,False
E01012010,False
E01012046,False
E01012047,False
E01012048,False
E01012049,False
E01012050,False
E01012051,False
E01012052,False
E01012022,False
E01012023,False
E01012024,False
E01012025,False
E01012065,False
E01012066,False
E01012067,False
E01012042,False
E01012043,False
E01012044,False
E01012045,False
E01032552,False
E01032553,False
E01012030,False
E01012031,False
E01012032,False
E01012033,False
E01012034,False
E01012035,False
E01012062,False
E01012063,False
E01012064,False
E01012071,False
E01012073,False
E01032593,False
E01027376,False
E01027377,False
E01027385,False
E01027387,False
E01027388,False
E01027389,False
E01027378,False
E01027379,False
E01027380,False
E01027382,False
E01027386,False
E01027374,False
E01027375,False
E01027381,False
E01027383,False
E01027384,False
E01027390,False
E01027356,False
E01027357,False
E01027366,False
E01027367,False
E01027358,False
E01027359,False
E01033715,False
E01033717,False
E01027361,False
E01027362,False
E01027363,False
E01027364,False
E01027370,False
E01027371,False
E01027372,False
E01027365,False
E01027368,False
E01027369,False
E01027373,False
E01027443,False
E01027444,False
E01027445,False
E01027446,False
E01027451,False
E01027474,False
E01027475,False
E01027541,False
E01027542,False
E01027543,False
E01027544,False
E01027528,False
E01027529,False
E01027539,False
E01027545,False
E01027546,False
E01027457,False
E01027462,False
E01027463,False
E01027524,False
E01027525,False
E01027526,False
E01027527,False
E01027536,False
E01027533,False
E01027540,False
E01027549,False
E01033716,False
E01027532,False
E01027537,False
E01027538,False
E01027447,False
E01027448,False
E01027450,False
E01027473,False
E01027452,False
E01027453,False
E01027461,False
E01033718,False
E01027530,False
E01027531,False
E01027534,False
E01027535,False
E01027553,False
E01027554,False
E01027455,False
E01027456,False
E01027458,False
E01027460,False
E01027479,False
E01027480,False
E01027503,False
E01027511,False
E01027515,False
E01027517,False
E01027518,False
E01027519,False
E01027550,False
E01027551,False
E01027552,False
E01027514,False
E01027516,False
E01027520,False
E01027521,False
E01027522,False
E01027523,False
E01027392,False
E01027393,False
E01027416,False
E01027424,False
E01027414,False
E01027415,False
E01027431,False
E01027441,False
E01027442,False
E01027391,False
E01027422,False
E01027423,False
E01027429,False
E01027430,False
