,Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,force,DayMonth
203608,Person search,2018-08-27 16:10:00+00:00,False,,51.516925,-0.205093,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest,,,018-08-metropolitan,27/8/2018
203609,Person search,2018-08-27 16:10:00+00:00,False,,51.524364,-0.20346,Male,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203610,Person search,2018-08-27 16:10:00+00:00,False,,51.519281,-0.200388,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest,,,018-08-metropolitan,27/8/2018
203611,Person search,2018-08-27 16:10:00+00:00,False,,51.518394,-0.204098,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest,,,018-08-metropolitan,27/8/2018
203612,Person search,2018-08-27 16:10:00+00:00,False,,51.52567,-0.2136,Male,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,018-08-metropolitan,27/8/2018
203613,Person search,2018-08-27 16:10:00+00:00,False,,51.518615,-0.196839,Male,25-34,Other ethnic group - Not stated,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203614,Person search,2018-08-27 16:10:00+00:00,False,,51.521222,-0.20083,Male,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203615,Person search,2018-08-27 16:10:00+00:00,False,,51.521222,-0.20083,Male,25-34,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203616,Person search,2018-08-27 16:11:00+00:00,False,,51.521222,-0.20083,Male,18-24,Other ethnic group - Not stated,,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203617,Person search,2018-08-27 16:11:00+00:00,False,,51.524743,-0.211777,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203618,Person search,2018-08-27 16:12:00+00:00,False,,51.518294,-0.188824,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203619,Person search,2018-08-27 16:12:00+00:00,False,,51.517497,-0.210115,Male,25-34,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest,,,018-08-metropolitan,27/8/2018
203620,Person search,2018-08-27 16:12:00+00:00,False,,51.52379000000001,-0.203554,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203621,Person search,2018-08-27 16:12:00+00:00,False,,51.521222,-0.20083,Male,18-24,Other ethnic group - Not stated,,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203622,Person search,2018-08-27 16:13:00+00:00,False,,51.521222,-0.20083,Male,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203623,Person search,2018-08-27 16:13:00+00:00,False,,51.524743,-0.211777,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203624,Person search,2018-08-27 16:13:00+00:00,False,,51.518615,-0.196839,Male,25-34,Other ethnic group - Not stated,,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203625,Person search,2018-08-27 16:13:00+00:00,False,,51.521222,-0.20083,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203626,Person search,2018-08-27 16:15:00+00:00,False,,51.522956,-0.193713,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203627,Person search,2018-08-27 16:15:00+00:00,False,,51.522956,-0.193713,Male,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203628,Person search,2018-08-27 16:15:00+00:00,False,,51.521222,-0.20083,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
203629,Person and Vehicle search,2018-08-27 16:15:00+00:00,False,,,,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,018-08-metropolitan,27/8/2018
